event_id,event_type,professional_id,professional_id_anonymized,created_at,meta_data
6516,proposed,1610384,1431,2020-02-25 16:42:30,13_renovatie-huis_complete-house-renovation_2.84
6532,proposed,1595067,138,2020-02-24 09:24:59,16_dakrenovatie-vervanging_replace-or-renovate-roof_5.86
6548,proposed,1604322,895,2020-02-06 11:49:36,156_sloten-plaatsen-vervangen_install-replace-locks_7.39
6564,proposed,1604961,960,2020-02-24 17:25:22,48_veranda-verbouwen_install-porch-roof_2.51
6580,proposed,1606529,1123,2020-02-25 22:41:25,34_wand-vloertegels-zetten_wall-floor-tiling_1.33
6596,proposed,1598009,376,2020-01-10 21:46:24,18_keuken-renovatie_kitchen-restoration_2.05
6612,proposed,1608719,1287,2020-01-27 18:41:40,109_meubels-maken_build-furniture_4.49
6628,proposed,1603120,816,2020-01-20 20:03:01,19_ramen-plaatsen-vervangen_install-replace-windows_9.76
6644,proposed,1604008,873,2020-02-14 15:53:33,18_keuken-renovatie_kitchen-restoration_2.27
6660,proposed,1604497,911,2020-02-26 09:45:29,15_badkamer-plaatsen-renoveren_bathroom-restoration_0.92
6676,proposed,1600758,609,2020-01-25 13:47:40,56_bestrating-aanleggen_pave-garden_2.21
6692,proposed,1601433,665,2020-01-20 19:21:15,159_schuifpui-openslaande-deuren-plaatsen-vervangen_install-replace-sliding-doors_0.31
6708,proposed,1604847,951,2020-03-10 07:26:46,129_sloopwerk-algemeen_demolition-work_5.23
2486,proposed,1610284,1420,2020-02-10 18:55:01,265_verhuizen-binnen-zelfde-gebouw_moving-within-same-building_8.51
2502,proposed,1602668,788,2020-02-14 13:51:23,158_sanitair-plaatsen-vervangen_install-replace-sanitary_4.16
2518,proposed,1597427,324,2020-01-17 20:00:12,42_aanbouw-opbouw-plaatsen_build-expansion_4.95
2534,proposed,1597739,353,2020-01-23 17:41:55,81_gasleiding-aanleggen-vervangen_install-replace-gas-systems-and-pipes_7.47
2550,proposed,1604619,926,2020-01-29 18:02:14,248_kitten_sealing_1.08
2566,proposed,1609826,1387,2020-02-13 20:31:08,56_bestrating-aanleggen_pave-garden_0.76
2582,proposed,1595067,138,2020-01-27 08:42:03,16_dakrenovatie-vervanging_replace-or-renovate-roof_4.78
2598,proposed,1600893,620,2020-01-21 07:43:59,109_meubels-maken_build-furniture_6.94
2614,proposed,1597676,348,2020-01-25 23:23:14,33_vinyl-linoleum-pvc-vloer-leggen_install-pvc-floor_2.92
2630,proposed,1607202,1183,2020-01-27 08:42:51,1_binnenschilderwerk_interior-painting_7.96
2646,proposed,1610130,1408,2020-02-03 22:49:16,56_bestrating-aanleggen_pave-garden_9.14
2662,proposed,1595702,172,2020-02-16 19:24:51,64_groepenkast-plaatsen-vervangen-uitbreiden_install-repair-switchboard_0.15
2678,proposed,1600241,554,2020-01-15 13:25:31,8_stucwerk-binnen_interior-plastering_5.89
2694,proposed,1604619,926,2020-02-27 08:06:18,129_sloopwerk-algemeen_demolition-work_0.56
2710,proposed,1597380,323,2020-01-23 12:23:08,91_elektrisch-hek-poort-repareren_repair-electric-gate-engines_8.70
2726,proposed,1610623,1451,2020-02-05 21:54:38,8_stucwerk-binnen_interior-plastering_7.74
2742,proposed,1600310,560,2020-01-15 21:07:42,1_binnenschilderwerk_interior-painting_2.19
2758,proposed,1610651,1456,2020-02-23 01:12:44,219_trap-renoveren-repareren_renovate-repair-stairs_8.85
2774,proposed,1601978,714,2020-02-28 09:21:42,2_buitenschilderwerk_exterior-painting_4.99
2790,proposed,1593934,63,2020-02-28 16:08:59,57_schutting-hek-plaatsen_install-fence_4.84
2806,proposed,1605002,965,2020-02-19 07:02:33,271_diverse-kleine-klussen_various-small-jobs_5.02
2822,proposed,1598718,427,2020-02-16 07:47:46,57_schutting-hek-plaatsen_install-fence_6.58
2838,proposed,1595702,172,2020-02-05 09:17:40,64_groepenkast-plaatsen-vervangen-uitbreiden_install-repair-switchboard_7.71
2854,proposed,1604847,951,2020-02-21 11:31:48,129_sloopwerk-algemeen_demolition-work_8.04
2870,proposed,1606758,1146,2020-01-24 17:47:34,4_cv-ketel-installeren-vervangen_install-replace-heating-systems_6.88
2886,proposed,1596684,267,2020-02-10 20:12:44,271_diverse-kleine-klussen_various-small-jobs_6.94
2902,proposed,1596206,212,2020-02-18 17:02:20,1_binnenschilderwerk_interior-painting_2.35
2918,proposed,1598075,383,2020-02-13 07:14:57,2_buitenschilderwerk_exterior-painting_9.42
2934,proposed,1599900,526,2020-02-09 16:05:31,57_schutting-hek-plaatsen_install-fence_8.81
2950,proposed,1608719,1287,2020-01-27 19:38:15,48_veranda-verbouwen_install-porch-roof_2.88
2966,proposed,1599266,468,2020-01-26 08:21:01,58_pergola-gazebo-tuinhuis-plaatsen_build-pergola_7.54
2982,proposed,1594079,75,2020-03-03 09:49:18,56_bestrating-aanleggen_pave-garden_0.37
2998,proposed,1610651,1456,2020-02-04 02:18:45,2_buitenschilderwerk_exterior-painting_6.48
3014,proposed,1604619,926,2020-01-29 18:10:57,271_diverse-kleine-klussen_various-small-jobs_0.67
3030,proposed,1595128,144,2020-01-30 20:03:02,21_binnendeur-plaatsen-vervangen_install-interior-doors_4.35
3046,proposed,1598424,406,2020-03-05 14:21:49,99_verhuizen-particulier_moving-service-consumers_0.38
3062,proposed,1608098,1245,2020-03-02 15:23:38,48_veranda-verbouwen_install-porch-roof_1.29
3078,proposed,1610130,1408,2020-02-05 12:53:21,56_bestrating-aanleggen_pave-garden_8.40
3094,proposed,1606611,1129,2020-02-03 07:39:31,1_binnenschilderwerk_interior-painting_2.02
3110,proposed,1608765,1291,2020-02-03 12:59:07,39_reparatie-vloer_repair-floor_8.55
3126,proposed,1600241,554,2020-01-14 21:51:04,1_binnenschilderwerk_interior-painting_7.47
3142,proposed,1597944,372,2020-02-16 13:58:59,2_buitenschilderwerk_exterior-painting_3.01
3158,proposed,1595128,144,2020-01-09 07:35:33,15_badkamer-plaatsen-renoveren_bathroom-restoration_7.22
3174,proposed,1605752,1032,2020-02-07 07:18:43,2_buitenschilderwerk_exterior-painting_7.92
3190,proposed,1600392,570,2020-01-15 18:42:18,158_sanitair-plaatsen-vervangen_install-replace-sanitary_8.43
3206,proposed,1593364,9,2020-01-03 13:23:35,34_wand-vloertegels-zetten_wall-floor-tiling_2.57
3222,proposed,1602668,788,2020-02-04 20:51:25,271_diverse-kleine-klussen_various-small-jobs_6.38
3238,proposed,1594079,75,2020-03-06 13:12:10,60_tuinonderhoud_maintain-garden_5.35
3254,proposed,1604773,942,2020-01-30 14:05:17,1_binnenschilderwerk_interior-painting_8.09
3270,proposed,1600758,609,2020-01-31 06:05:20,57_schutting-hek-plaatsen_install-fence_2.66
3286,proposed,1598075,383,2020-01-24 21:10:38,37_plinten-plaatsen_install-baseboard-wainscoting_3.22
3302,proposed,1609045,1312,2020-02-05 19:01:51,158_sanitair-plaatsen-vervangen_install-replace-sanitary_2.25
3318,proposed,1609106,1323,2020-02-28 14:26:49,8_stucwerk-binnen_interior-plastering_5.74
3334,proposed,1610799,1463,2020-02-01 08:55:45,8_stucwerk-binnen_interior-plastering_8.25
3350,proposed,1604842,950,2020-02-11 09:13:03,16_dakrenovatie-vervanging_replace-or-renovate-roof_5.99
3366,proposed,1597356,322,2020-01-30 12:21:01,1_binnenschilderwerk_interior-painting_3.65
8872,proposed,1593562,27,2020-03-02 09:51:50,123_glazenwassen_clean-windows_5.73
8888,proposed,1608719,1287,2020-01-27 13:05:31,114_ombouw-koplaatsen-vervangen_build-replace-coving_2.48
8904,proposed,1600751,607,2020-03-04 21:49:40,1_binnenschilderwerk_interior-painting_7.08
8920,proposed,1606110,1073,2020-01-23 14:22:38,249_schoonmaak-huis-bedrijfspand_cleaning-of-dwelling-house-office_6.69
8936,proposed,1610900,1467,2020-02-28 15:49:08,15_badkamer-plaatsen-renoveren_bathroom-restoration_2.45
8952,proposed,1596702,269,2020-01-24 05:02:58,27_alarmsysteem-installeren-vervangen_install-replace-alarm-system_7.91
8968,proposed,1597583,338,2020-03-05 13:01:46,271_diverse-kleine-klussen_various-small-jobs_8.78
8984,proposed,1610900,1467,2020-02-26 12:16:40,21_binnendeur-plaatsen-vervangen_install-interior-doors_7.36
9000,proposed,1598718,427,2020-03-08 18:53:12,56_bestrating-aanleggen_pave-garden_6.38
9016,proposed,1595067,138,2020-02-05 17:35:10,16_dakrenovatie-vervanging_replace-or-renovate-roof_4.56
9032,proposed,1604765,941,2020-03-06 19:45:20,22_buitendeur-plaatsen-vervangen_install-exterior-reinforced-doors_6.82
9048,proposed,1601602,679,2020-01-31 15:13:15,64_groepenkast-plaatsen-vervangen-uitbreiden_install-repair-switchboard_7.97
9064,proposed,1593863,54,2020-01-28 14:36:44,15_badkamer-plaatsen-renoveren_bathroom-restoration_8.66
9080,proposed,1593784,38,2020-01-08 08:09:56,6_airco-installeren-vervangen_install-replace-airconditioning_7.06
9096,proposed,1607245,1190,2020-03-06 08:35:00,171_grond-afgraven-egaliseren_level-excavate-soil_0.51
9112,proposed,1595067,138,2020-01-21 18:19:53,16_dakrenovatie-vervanging_replace-or-renovate-roof_6.74
9128,proposed,1604765,941,2020-02-11 14:44:39,8_stucwerk-binnen_interior-plastering_8.32
9144,proposed,1599022,450,2020-02-05 14:27:42,7_zonneboiler-plaatsen_solar-thermal_3.10
9160,proposed,1597676,348,2020-01-13 00:17:54,34_wand-vloertegels-zetten_wall-floor-tiling_4.77
9176,proposed,1608765,1291,2020-02-06 12:36:00,1_binnenschilderwerk_interior-painting_4.93
9192,proposed,1610284,1420,2020-03-01 14:41:45,99_verhuizen-particulier_moving-service-consumers_1.39
9208,proposed,1610900,1467,2020-02-25 12:10:14,101_meubels-monteren_assemble-furniture_8.98
9224,proposed,1604008,873,2020-02-23 11:35:55,18_keuken-renovatie_kitchen-restoration_0.52
9240,proposed,1596598,260,2020-01-25 13:21:35,53_bomen-struiken-rooien-verwijderen_remove-trim-tree_8.19
9256,proposed,1601120,640,2020-03-05 19:12:03,8_stucwerk-binnen_interior-plastering_2.98
9272,proposed,1596538,249,2020-01-27 20:24:48,1_binnenschilderwerk_interior-painting_1.14
9288,proposed,1595946,188,2020-02-14 07:29:13,16_dakrenovatie-vervanging_replace-or-renovate-roof_9.11
9304,proposed,1608233,1250,2020-02-11 05:21:58,133_glaszetten-ramen_glaze-window_7.91
9320,proposed,1608765,1291,2020-02-14 20:32:25,40_vloer-egaliseren_level-floor_5.23
9336,proposed,1596683,266,2020-02-06 21:24:44,1_binnenschilderwerk_interior-painting_2.20
9352,proposed,1606504,1120,2020-02-24 19:07:34,16_dakrenovatie-vervanging_replace-or-renovate-roof_5.15
9368,proposed,1595067,138,2020-01-20 09:11:50,16_dakrenovatie-vervanging_replace-or-renovate-roof_2.15
9384,proposed,1604303,894,2020-03-02 18:20:51,16_dakrenovatie-vervanging_replace-or-renovate-roof_6.45
9400,proposed,1594893,128,2020-02-04 13:30:11,32_laminaat-leggen_install-laminate-floor_2.41
9416,proposed,1596683,266,2020-02-22 19:04:16,34_wand-vloertegels-zetten_wall-floor-tiling_4.00
9432,proposed,1610284,1420,2020-02-25 12:25:26,99_verhuizen-particulier_moving-service-consumers_8.48
9448,proposed,1610130,1408,2020-01-29 11:14:10,55_tuinaanleg_install-landscaping_9.40
9464,proposed,1608719,1287,2020-01-28 11:44:43,1_binnenschilderwerk_interior-painting_9.98
9480,proposed,1596501,244,2020-01-12 17:15:12,8_stucwerk-binnen_interior-plastering_3.27
9496,proposed,1600893,620,2020-01-19 16:36:40,109_meubels-maken_build-furniture_3.38
9512,proposed,1597337,319,2020-02-17 15:02:35,55_tuinaanleg_install-landscaping_8.87
9528,proposed,1606210,1087,2020-02-20 04:14:17,248_kitten_sealing_6.39
9544,proposed,1597682,350,2020-01-15 19:23:51,56_bestrating-aanleggen_pave-garden_9.82
9560,proposed,1611058,1480,2020-02-29 14:43:03,4_cv-ketel-installeren-vervangen_install-replace-heating-systems_5.46
9576,proposed,1593784,38,2020-01-29 17:59:20,6_airco-installeren-vervangen_install-replace-airconditioning_1.59
9592,proposed,1604804,947,2020-02-06 04:54:36,34_wand-vloertegels-zetten_wall-floor-tiling_5.01
9608,proposed,1597618,342,2020-01-27 19:02:01,114_ombouw-koplaatsen-vervangen_build-replace-coving_6.41
9624,proposed,1597739,353,2020-01-15 17:37:31,87_radiator-verplaatsen-vervangen_install-replace-radiators_2.27
9640,proposed,1600027,538,2020-02-28 16:10:29,64_groepenkast-plaatsen-vervangen-uitbreiden_install-repair-switchboard_3.81
9656,proposed,1597170,310,2020-01-15 14:25:18,123_glazenwassen_clean-windows_4.06
9672,proposed,1610736,1459,2020-01-31 23:15:04,164_vensterbanken-plaatsen-vervangen_install-replace-windowsill_4.58
9688,proposed,1610900,1467,2020-02-12 15:02:25,109_meubels-maken_build-furniture_2.81
9704,proposed,1594191,86,2020-01-24 17:49:11,42_aanbouw-opbouw-plaatsen_build-expansion_4.21
9720,proposed,1593501,22,2020-02-23 09:38:36,15_badkamer-plaatsen-renoveren_bathroom-restoration_7.41
9736,proposed,1602259,749,2020-01-22 21:21:39,246_boeidelen-windveren-rabatdelen-vervangen-repareren_replace-repair-fascia-boards-groove-boards-bargeboards_2.82
9752,proposed,1596501,244,2020-02-13 21:17:10,8_stucwerk-binnen_interior-plastering_0.61
9768,proposed,1600893,620,2020-01-17 14:53:46,18_keuken-renovatie_kitchen-restoration_2.79
9784,proposed,1594656,117,2020-01-06 20:13:41,34_wand-vloertegels-zetten_wall-floor-tiling_9.21
9800,proposed,1611070,1482,2020-02-17 18:13:28,265_verhuizen-binnen-zelfde-gebouw_moving-within-same-building_1.73
9816,proposed,1600496,583,2020-01-14 11:23:06,8_stucwerk-binnen_interior-plastering_4.49
9832,proposed,1608571,1274,2020-02-13 07:52:27,42_aanbouw-opbouw-plaatsen_build-expansion_8.29
9848,proposed,1608140,1246,2020-02-03 17:24:38,15_badkamer-plaatsen-renoveren_bathroom-restoration_0.74
9864,proposed,1610284,1420,2020-02-02 11:47:03,262_afvoeren-puin-meubilair_remove-debris-furniture_0.19
9880,proposed,1604842,950,2020-02-11 12:21:49,16_dakrenovatie-vervanging_replace-or-renovate-roof_6.75
9896,proposed,1607994,1240,2020-02-18 13:38:45,56_bestrating-aanleggen_pave-garden_9.74
9912,proposed,1595111,142,2020-01-16 15:08:15,15_badkamer-plaatsen-renoveren_bathroom-restoration_0.56
9928,proposed,1604619,926,2020-01-30 17:10:01,101_meubels-monteren_assemble-furniture_9.16
9944,proposed,1596501,244,2020-02-07 18:08:38,8_stucwerk-binnen_interior-plastering_1.15
9960,proposed,1606529,1123,2020-01-23 19:21:57,34_wand-vloertegels-zetten_wall-floor-tiling_9.83
9976,proposed,1609457,1353,2020-02-26 13:38:53,112_plafonds-plaatsen-verlagen_build-lower-ceiling_1.33
9992,proposed,1604619,926,2020-02-14 17:21:29,37_plinten-plaatsen_install-baseboard-wainscoting_2.24
10008,proposed,1593828,45,2020-01-09 18:05:26,1_binnenschilderwerk_interior-painting_5.14
10024,proposed,1595067,138,2020-01-23 14:26:55,16_dakrenovatie-vervanging_replace-or-renovate-roof_0.54
10040,proposed,1601433,665,2020-01-16 17:26:02,19_ramen-plaatsen-vervangen_install-replace-windows_9.42
10056,proposed,1608784,1294,2020-03-03 14:25:29,64_groepenkast-plaatsen-vervangen-uitbreiden_install-repair-switchboard_4.53
10072,proposed,1606628,1132,2020-01-24 19:35:30,249_schoonmaak-huis-bedrijfspand_cleaning-of-dwelling-house-office_3.84
10088,proposed,1605752,1032,2020-02-04 20:51:54,1_binnenschilderwerk_interior-painting_3.80
10104,proposed,1604322,895,2020-03-10 18:52:55,156_sloten-plaatsen-vervangen_install-replace-locks_5.62
10120,proposed,1609232,1337,2020-01-29 11:19:27,182_metaalbewerking_metallurgy_4.02
10136,proposed,1595128,144,2020-01-28 05:56:39,271_diverse-kleine-klussen_various-small-jobs_5.34
10152,proposed,1604842,950,2020-01-28 06:35:51,16_dakrenovatie-vervanging_replace-or-renovate-roof_2.64
10168,proposed,1602854,804,2020-02-08 07:37:18,2_buitenschilderwerk_exterior-painting_8.07
10184,proposed,1606714,1144,2020-03-04 18:09:11,222_toiletruimte-verbouwen_renovate-toilet_1.91
10200,proposed,1604842,950,2020-01-22 14:22:50,16_dakrenovatie-vervanging_replace-or-renovate-roof_9.55
10216,proposed,1600241,554,2020-01-15 19:13:52,8_stucwerk-binnen_interior-plastering_0.56
10232,proposed,1596538,249,2020-01-22 15:12:00,1_binnenschilderwerk_interior-painting_0.78
3382,proposed,1593934,63,2020-01-03 19:17:34,55_tuinaanleg_install-landscaping_4.93
3398,proposed,1594269,90,2020-03-05 09:00:59,34_wand-vloertegels-zetten_wall-floor-tiling_5.08
3414,proposed,1609190,1333,2020-02-16 22:23:15,6_airco-installeren-vervangen_install-replace-airconditioning_1.54
3430,proposed,1597380,323,2020-01-10 11:43:11,64_groepenkast-plaatsen-vervangen-uitbreiden_install-repair-switchboard_6.01
3446,proposed,1597189,311,2020-01-30 12:56:04,34_wand-vloertegels-zetten_wall-floor-tiling_0.06
3462,proposed,1602322,757,2020-03-09 12:21:29,2_buitenschilderwerk_exterior-painting_7.05
3478,proposed,1608805,1297,2020-01-27 14:44:46,181_buitenmuur-metselen_mason-outside-wall_5.69
3494,proposed,1598578,419,2020-01-18 22:56:28,271_diverse-kleine-klussen_various-small-jobs_6.32
3510,proposed,1602882,808,2020-01-20 10:09:33,17_gevel-renovatie_facade-restoration_6.20
3526,proposed,1601612,681,2020-03-02 19:04:53,246_boeidelen-windveren-rabatdelen-vervangen-repareren_replace-repair-fascia-boards-groove-boards-bargeboards_8.37
3542,proposed,1598471,411,2020-02-18 19:52:20,16_dakrenovatie-vervanging_replace-or-renovate-roof_2.19
3558,proposed,1611193,1495,2020-02-08 11:31:23,55_tuinaanleg_install-landscaping_7.78
3574,proposed,1594988,132,2020-02-15 22:30:11,87_radiator-verplaatsen-vervangen_install-replace-radiators_0.62
3590,proposed,1604829,949,2020-02-06 14:26:47,16_dakrenovatie-vervanging_replace-or-renovate-roof_2.13
3606,proposed,1608719,1287,2020-01-28 12:30:10,19_ramen-plaatsen-vervangen_install-replace-windows_4.52
3622,proposed,1608259,1251,2020-01-28 06:38:45,32_laminaat-leggen_install-laminate-floor_9.70
3638,proposed,1593784,38,2020-03-02 10:49:57,6_airco-installeren-vervangen_install-replace-airconditioning_6.83
3654,proposed,1608765,1291,2020-02-08 11:39:18,1_binnenschilderwerk_interior-painting_9.10
3670,proposed,1597380,323,2020-01-22 11:01:54,64_groepenkast-plaatsen-vervangen-uitbreiden_install-repair-switchboard_7.93
3686,proposed,1606628,1132,2020-03-03 20:12:06,123_glazenwassen_clean-windows_1.80
3702,proposed,1604619,926,2020-03-09 00:40:12,39_reparatie-vloer_repair-floor_4.36
3718,proposed,1593535,23,2020-02-02 18:30:23,1_binnenschilderwerk_interior-painting_3.26
3734,proposed,1593934,63,2020-02-26 17:36:31,57_schutting-hek-plaatsen_install-fence_1.03
3750,proposed,1595067,138,2020-01-19 08:29:56,16_dakrenovatie-vervanging_replace-or-renovate-roof_5.70
3766,proposed,1596501,244,2020-01-21 12:51:22,8_stucwerk-binnen_interior-plastering_0.28
3782,proposed,1606755,1145,2020-01-30 12:05:34,155_keukenblad-plaatsen-vervangen_install-replace-kitchen-worktop_2.99
3798,proposed,1598075,383,2020-01-25 07:26:49,13_renovatie-huis_complete-house-renovation_9.18
3814,proposed,1594269,90,2020-01-31 18:27:43,34_wand-vloertegels-zetten_wall-floor-tiling_8.71
3830,proposed,1611058,1480,2020-02-01 13:46:02,85_vloerverwarming-repareren-onderhoud_repair-floor-heating_0.53
3846,proposed,1603367,828,2020-02-26 21:12:54,222_toiletruimte-verbouwen_renovate-toilet_9.34
3862,proposed,1602322,757,2020-03-06 11:22:55,1_binnenschilderwerk_interior-painting_4.12
6724,proposed,1610623,1451,2020-01-30 18:32:10,8_stucwerk-binnen_interior-plastering_2.38
6740,proposed,1604073,880,2020-01-30 16:27:43,34_wand-vloertegels-zetten_wall-floor-tiling_2.98
6756,proposed,1598227,391,2020-02-24 14:57:29,125_bouw-constructietekening_create-building-contruction-plan_1.52
6772,proposed,1597189,311,2020-01-30 12:58:16,238_douche-bad-reparatie_repair-shower-bath_9.67
6788,proposed,1606714,1144,2020-02-12 16:22:06,261_lekkage-verhelpen_stop-leakage_7.01
6804,proposed,1593799,41,2020-03-01 10:05:16,2_buitenschilderwerk_exterior-painting_3.02
6820,proposed,1594988,132,2020-01-11 19:21:06,222_toiletruimte-verbouwen_renovate-toilet_6.65
6836,proposed,1605073,973,2020-02-05 06:36:58,53_bomen-struiken-rooien-verwijderen_remove-trim-tree_3.46
6852,proposed,1605752,1032,2020-02-07 06:09:31,2_buitenschilderwerk_exterior-painting_6.37
6868,proposed,1600310,560,2020-01-14 17:17:01,1_binnenschilderwerk_interior-painting_5.40
6884,proposed,1603691,842,2020-03-02 10:50:46,55_tuinaanleg_install-landscaping_0.28
6900,proposed,1596249,218,2020-01-13 21:21:49,8_stucwerk-binnen_interior-plastering_7.24
6916,proposed,1606529,1123,2020-03-09 10:11:43,34_wand-vloertegels-zetten_wall-floor-tiling_7.53
6932,proposed,1604619,926,2020-02-16 15:44:14,129_sloopwerk-algemeen_demolition-work_9.03
6948,proposed,1596501,244,2020-01-11 19:01:23,8_stucwerk-binnen_interior-plastering_7.35
6964,proposed,1602322,757,2020-01-26 21:32:32,8_stucwerk-binnen_interior-plastering_8.14
6980,proposed,1608719,1287,2020-01-27 18:19:38,21_binnendeur-plaatsen-vervangen_install-interior-doors_3.60
6996,proposed,1598075,383,2020-01-27 08:01:00,1_binnenschilderwerk_interior-painting_3.58
7012,proposed,1611073,1483,2020-03-07 23:16:49,64_groepenkast-plaatsen-vervangen-uitbreiden_install-repair-switchboard_3.71
7028,proposed,1602089,728,2020-02-09 09:25:22,55_tuinaanleg_install-landscaping_8.96
7044,proposed,1597427,324,2020-01-20 20:08:53,42_aanbouw-opbouw-plaatsen_build-expansion_4.40
7060,proposed,1596538,249,2020-01-16 13:30:13,2_buitenschilderwerk_exterior-painting_2.68
7076,proposed,1606694,1141,2020-03-01 18:34:13,13_renovatie-huis_complete-house-renovation_8.71
7092,proposed,1610651,1456,2020-03-06 14:50:25,1_binnenschilderwerk_interior-painting_1.52
7108,proposed,1596501,244,2020-01-12 14:46:16,8_stucwerk-binnen_interior-plastering_4.24
7124,proposed,1609190,1333,2020-02-16 22:20:59,6_airco-installeren-vervangen_install-replace-airconditioning_0.16
7140,proposed,1607245,1190,2020-03-01 10:04:53,53_bomen-struiken-rooien-verwijderen_remove-trim-tree_2.89
7156,proposed,1610900,1467,2020-02-12 14:05:37,109_meubels-maken_build-furniture_5.26
7172,proposed,1593960,65,2020-02-05 15:14:28,32_laminaat-leggen_install-laminate-floor_5.89
7188,proposed,1593599,28,2020-01-25 11:25:28,19_ramen-plaatsen-vervangen_install-replace-windows_6.92
7204,proposed,1596598,260,2020-01-21 12:43:07,60_tuinonderhoud_maintain-garden_6.23
7220,proposed,1598737,428,2020-01-20 21:28:27,109_meubels-maken_build-furniture_4.75
7236,proposed,1602882,808,2020-02-07 09:07:58,179_schoorsteen-metselen-repareren_mason-repair-chimney_2.58
7252,proposed,1607231,1189,2020-02-10 20:33:41,109_meubels-maken_build-furniture_8.10
7268,proposed,1604765,941,2020-01-23 17:37:23,109_meubels-maken_build-furniture_4.92
7284,proposed,1610284,1420,2020-02-02 13:09:03,99_verhuizen-particulier_moving-service-consumers_2.23
7300,proposed,1607231,1189,2020-02-02 16:54:24,114_ombouw-koplaatsen-vervangen_build-replace-coving_2.27
7316,proposed,1608719,1287,2020-01-27 18:17:23,109_meubels-maken_build-furniture_3.15
7332,proposed,1594269,90,2020-02-02 10:21:18,34_wand-vloertegels-zetten_wall-floor-tiling_7.32
7348,proposed,1604931,958,2020-01-22 14:55:58,13_renovatie-huis_complete-house-renovation_3.79
7364,proposed,1604804,947,2020-02-09 02:33:21,34_wand-vloertegels-zetten_wall-floor-tiling_0.92
7380,proposed,1602882,808,2020-01-25 06:05:41,226_gevel-reparatie_repair-facade_3.45
7396,proposed,1595760,176,2020-01-11 23:32:18,129_sloopwerk-algemeen_demolition-work_1.91
7412,proposed,1607466,1209,2020-02-14 20:29:52,109_meubels-maken_build-furniture_0.40
7428,proposed,1598075,383,2020-02-14 08:59:46,13_renovatie-huis_complete-house-renovation_4.10
7444,proposed,1607231,1189,2020-02-11 11:26:54,32_laminaat-leggen_install-laminate-floor_5.09
7460,proposed,1602322,757,2020-01-19 12:36:20,1_binnenschilderwerk_interior-painting_2.91
7476,proposed,1594122,80,2020-01-17 14:10:45,32_laminaat-leggen_install-laminate-floor_7.32
7492,proposed,1602919,810,2020-02-06 19:01:16,73_onderhoud-reparatie-zonnepanelen_repair-maintain-solar-pv-panels_8.57
7508,proposed,1602322,757,2020-03-05 11:04:18,1_binnenschilderwerk_interior-painting_6.50
7524,proposed,1598896,433,2020-01-13 16:54:12,52_gras-heg-snoeien-verwijderen_remove-trim-grass-hedge_1.48
7540,proposed,1610284,1420,2020-02-04 16:03:43,262_afvoeren-puin-meubilair_remove-debris-furniture_8.10
7556,proposed,1600893,620,2020-01-20 23:14:16,101_meubels-monteren_assemble-furniture_8.22
7572,proposed,1609069,1316,2020-02-23 22:06:27,222_toiletruimte-verbouwen_renovate-toilet_3.43
7588,proposed,1593932,62,2020-03-09 10:31:30,223_deuren-repareren_repair-door_3.04
7604,proposed,1610651,1456,2020-02-13 14:54:07,79_kraan-plaatsen-vervangen-of-repareren_install-repair-faucets_1.78
7620,proposed,1593623,29,2020-02-18 21:03:56,34_wand-vloertegels-zetten_wall-floor-tiling_1.05
10192,proposed,1595067,138,2020-01-27 18:25:39,16_dakrenovatie-vervanging_replace-or-renovate-roof_8.69
10208,proposed,1597189,311,2020-01-30 12:54:20,134_schilderij-ophangen_hang-painting_0.12
10224,proposed,1602322,757,2020-03-01 19:55:48,2_buitenschilderwerk_exterior-painting_3.03
10240,proposed,1604497,911,2020-01-21 13:51:49,87_radiator-verplaatsen-vervangen_install-replace-radiators_4.85
10256,proposed,1599126,459,2020-02-10 07:50:00,163_ventilatiesysteem-installeren-vervangen_install-replace-ventilation-system_0.15
10272,proposed,1599029,451,2020-02-24 16:33:21,33_vinyl-linoleum-pvc-vloer-leggen_install-pvc-floor_2.90
10288,proposed,1610900,1467,2020-02-14 12:41:02,134_schilderij-ophangen_hang-painting_6.33
10304,proposed,1599029,451,2020-03-01 09:16:19,40_vloer-egaliseren_level-floor_2.30
10320,proposed,1605148,977,2020-03-06 20:05:26,63_stopcontacten-schakelaars-installeren_install-repair-electrical-sockets-and-switches_3.47
10336,proposed,1604303,894,2020-03-05 08:39:57,235_dak-dakgoot-dakterras-reparatie-onderhoud_repair-maintain-roof-gutter-terraced-roof_4.93
10352,proposed,1595067,138,2020-02-17 20:03:51,16_dakrenovatie-vervanging_replace-or-renovate-roof_7.85
10368,proposed,1609065,1315,2020-02-21 19:35:24,1_binnenschilderwerk_interior-painting_1.84
10384,proposed,1594778,123,2020-02-10 10:33:36,231_keukenkastjes-repareren_repair-kitchen-cabinets_8.45
10400,proposed,1598718,427,2020-03-10 19:17:55,56_bestrating-aanleggen_pave-garden_3.54
10416,proposed,1597380,323,2020-03-03 05:51:28,64_groepenkast-plaatsen-vervangen-uitbreiden_install-repair-switchboard_9.07
10432,proposed,1594778,123,2020-01-06 11:07:07,18_keuken-renovatie_kitchen-restoration_3.34
10448,proposed,1608719,1287,2020-01-28 13:39:18,19_ramen-plaatsen-vervangen_install-replace-windows_6.22
10464,proposed,1593934,63,2020-02-07 15:04:14,60_tuinonderhoud_maintain-garden_1.25
